64	0.000160311
128	0.000128321
256	0.000130104
512	0.000256041
1024	0.000478679
2048	0.001050933
4096	0.002963832
8192	0.023354286
16384	0.044522188
64	0.000043041
128	0.000065703
256	0.000114304
512	0.000223328
1024	0.000425719
2048	0.000951987
4096	0.004908952
8192	0.010981437
16384	0.048922075
64	0.000057539
128	0.000068930
256	0.000119695
512	0.000236104
1024	0.000461817
2048	0.001278940
4096	0.002903228
8192	0.012475250
16384	0.063317949
64	0.000043281
128	0.000066115
256	0.000117571
512	0.000593183
1024	0.000454943
2048	0.000946576
4096	0.002832045
8192	0.010321609
16384	0.037978188
64	0.000107261
128	0.000152426
256	0.000293331
512	0.000549511
1024	0.000615195
2048	0.000912713
4096	0.002640615
8192	0.011203073
16384	0.037719713
64	0.000044293
128	0.000065533
256	0.000117832
512	0.000218830
1024	0.000436709
2048	0.000914747
4096	0.003389961
8192	0.015516758
16384	0.037983218
64	0.000048001
128	0.000062387
256	0.000107682
512	0.000208611
1024	0.000424407
2048	0.000925165
4096	0.002811016
8192	0.011068400
16384	0.057922585
64	0.000048301
128	0.000063269
256	0.000112331
512	0.000210355
1024	0.000430668
2048	0.000926599
4096	0.003109836
8192	0.011040769
16384	0.039251658
64	0.000043862
128	0.000062267
256	0.000109195
512	0.000206989
1024	0.000416141
2048	0.000924004
4096	0.002941821
8192	0.012239638
16384	0.038358703
64	0.000044714
128	0.000066776
256	0.000117480
512	0.000224301
1024	0.000446087
2048	0.000964730
4096	0.002782542
8192	0.010055430
16384	0.038456235
